Heat,c (Coke1030),s (Coke1030),s112 (Coke1030),c (CokeFine),s (CokeFine),s05 (CokeFine),cao (Dolomite),mgo (Dolomite),s0_95 (Dolomite),fe_metal (DRI),fe_total (DRI),md (DRI),c (DRI),gunge (DRI),feo (DRI),cao (Lime),mgo (Lime),s0_95 (Lime),cao (Slag),feo (Slag),sio2 (Slag),mgo (Slag),al2o3 (Slag),p2o5 (Slag),mno (Slag),b2 (Slag),b3 (Slag),b4 (Slag),Power On (EAF),Power Off (EAF),Ele [MW] (EAF),Tapped [t] (EAF),O2 [Nm3] (EAF),CH4 [Nm3] (EAF),C.inj [kg] (EAF),C [kg] (EAF),CaO [kg] (EAF),MgO [kg] (EAF),Total_labels,Slag_labels
4024831.0,83.05,0.9,2.0,98.65,0.21,1.0,54.9,33.4,2.33,81.6,87.65,93.1,1.85,8.77,7.78,90.98,1.2,3.75,22.9,42.6,15.8,9.6,3.6,0.759,0.154,1.45,1.18,1.68,55.0,8.0,121.4420776,175.8465271,6351.372559,826.8034668,2570.88916,2002.699951,9481.299805,11000.81055,3,1
4024860.0,83.18,0.85,2.25,98.65,0.21,1.0,54.8,33.55,3.0,82.2,86.9,94.6,1.6,10.15,6.05,91.23,1.2,4.33,22.9,42.6,15.8,9.6,3.6,0.759,0.154,1.45,1.18,1.68,54.0,13.0,115.0726852,170.0,3259.822266,412.620697,1441.888916,1502.099976,9358.509766,7902.793457,3,1
4024865.0,83.18,0.85,2.25,98.65,0.21,1.0,54.8,33.55,3.0,82.2,86.9,94.6,1.6,10.15,6.05,91.23,1.2,4.33,22.9,42.6,15.8,9.6,3.6,0.759,0.154,1.45,1.18,1.68,50.0,13.0,116.7556305,170.0,5370.958496,681.3815918,2227.0,1000.5,7389.821289,8763.705078,3,1
4024883.0,81.27,0.9,4.67,98.65,0.21,1.0,55.0,33.42,1.5,81.87,86.73,94.4,1.93,9.94,6.26,90.65,1.2,3.75,25.6,34.9,20.6,9.4,3.9,0.925,0.162,1.24,1.04,1.43,62.0,8.0,119.8541565,182.7249298,4664.272949,577.2739868,1986.110596,2001.500122,9257.401367,9412.90918,3,1
4024885.0,81.27,0.9,4.67,98.65,0.21,1.0,55.0,33.42,1.5,81.87,86.73,94.4,1.93,9.94,6.26,90.65,1.2,3.75,23.2,39.6,18.8,9.2,3.6,0.95,0.163,1.23,1.04,1.45,57.0,8.0,119.639122,170.0,5495.662109,605.9855957,1268.963013,2003.700073,11001.67285,9067.669922,3,1
4024886.0,81.27,0.9,4.67,98.65,0.21,1.0,55.0,33.42,1.5,81.87,86.73,94.4,1.93,9.94,6.26,90.65,1.2,3.75,23.2,39.6,18.8,9.2,3.6,0.95,0.163,1.23,1.04,1.45,62.0,8.0,120.1893005,174.1880188,5908.466797,649.4342041,2720.222168,2002.599976,9175.101563,10059.59082,3,1
4024898.0,82.0,1.02,2.5,98.65,0.21,1.0,54.83,33.2,2.33,80.4,86.23,93.2,1.77,10.33,7.5,91.4,1.2,3.0,23.2,39.6,18.8,9.2,3.6,0.95,0.163,1.23,1.04,1.45,58.0,7.0,124.3492813,173.089798,5567.463867,732.5673218,2677.0,2002.700073,9953.604492,9640.902344,3,1
4024899.0,82.0,1.02,2.5,98.65,0.21,1.0,54.83,33.2,2.33,80.4,86.23,93.2,1.77,10.33,7.5,91.4,1.2,3.0,23.2,39.6,18.8,9.2,3.6,0.95,0.163,1.23,1.04,1.45,59.0,8.0,124.8452072,176.7602234,5568.482422,655.5188599,1987.959229,2002.200073,9802.210938,9941.896484,3,1
4024901.0,82.0,1.02,2.5,98.65,0.21,1.0,54.83,33.2,2.33,80.4,86.23,93.2,1.77,10.33,7.5,91.4,1.2,3.0,23.2,39.6,18.8,9.2,3.6,0.95,0.163,1.23,1.04,1.45,59.0,9.0,124.4522324,177.0635529,5668.794434,623.7974854,1707.962769,2000.900024,9774.702148,9706.209961,3,1
4024906.0,82.0,1.02,2.5,98.65,0.21,1.0,54.83,33.2,2.33,80.4,86.23,93.2,1.77,10.33,7.5,91.4,1.2,3.0,23.2,39.6,18.8,9.2,3.6,0.95,0.163,1.23,1.04,1.45,61.0,8.0,123.4994965,174.2462158,5523.705566,663.8391113,1940.999512,2000.5,9972.302734,10102.49219,3,1
4024908.0,82.0,1.02,2.5,98.65,0.21,1.0,54.83,33.2,2.33,80.4,86.23,93.2,1.77,10.33,7.5,91.4,1.2,3.0,23.2,39.6,18.8,9.2,3.6,0.95,0.163,1.23,1.04,1.45,62.0,8.0,125.5283127,170.0,6164.558105,682.8043213,2761.987549,2009.699951,9909.202148,9910.905273,3,1
4024928.0,82.0,1.02,2.5,98.65,0.21,1.0,54.6,33.13,1.67,82.15,87.45,93.95,1.9,9.13,6.82,90.52,1.2,2.75,21.3,44.7,16.6,8.4,3.5,0.8,0.157,1.28,1.06,1.48,52.0,8.0,124.4111481,181.1311951,6327.629395,729.5053101,2390.962891,2000.900146,10018.00781,11657.29688,3,1
4024929.0,82.0,1.02,2.5,98.65,0.21,1.0,54.6,33.13,1.67,82.15,87.45,93.95,1.9,9.13,6.82,90.52,1.2,2.75,21.3,44.7,16.6,8.4,3.5,0.8,0.157,1.28,1.06,1.48,53.0,8.0,125.785347,176.9294586,6173.210938,703.2993774,2920.99585,2001.700073,9232.695313,11528.41797,3,1
4024930.0,82.0,1.02,2.5,98.65,0.21,1.0,54.6,33.13,1.67,82.15,87.45,93.95,1.9,9.13,6.82,90.52,1.2,2.75,21.3,44.7,16.6,8.4,3.5,0.8,0.157,1.28,1.06,1.48,53.0,8.0,124.5815659,173.8205261,6217.840332,710.114502,2309.0,2004.199951,9160.196289,11551.88184,3,1
4024931.0,82.0,1.02,2.5,98.65,0.21,1.0,54.6,33.13,1.67,82.15,87.45,93.95,1.9,9.13,6.82,90.52,1.2,2.75,21.3,44.7,16.6,8.4,3.5,0.8,0.157,1.28,1.06,1.48,54.0,7.0,123.5716629,175.3184509,6511.730957,746.3380127,2765.0,2003.700073,9001.620117,11251.79395,3,1
4024932.0,82.0,1.02,2.5,98.65,0.21,1.0,54.6,33.13,1.67,82.15,87.45,93.95,1.9,9.13,6.82,90.52,1.2,2.75,23.9,39.2,17.9,9.6,3.7,0.808,0.162,1.34,1.11,1.55,48.0,8.0,124.348732,179.0300751,5538.135742,728.9085083,2023.0,2004.500244,7894.900879,10365.20898,3,1
4024936.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,23.9,39.2,17.9,9.6,3.7,0.808,0.162,1.34,1.11,1.55,50.0,8.0,125.6584778,179.3201752,5859.017578,771.1266479,2221.876465,2002.800171,8909.819336,11264.78418,3,1
4024937.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,21.0,44.9,16.1,8.6,3.6,0.771,0.162,1.3,1.07,1.5,54.0,7.0,126.9190674,176.7041626,6267.293945,824.7221069,2745.0,2003.800049,8883.601563,11221.98242,3,1
4024938.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,21.0,44.9,16.1,8.6,3.6,0.771,0.162,1.3,1.07,1.5,53.0,17.0,126.042038,171.6572418,6130.048828,698.6203613,2560.0,2002.699951,8823.720703,10996.66113,3,1
4024939.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,22.0,41.9,17.2,9.5,3.5,0.778,0.161,1.28,1.06,1.52,51.0,8.0,127.1041107,177.4842834,5755.886719,757.6888428,2392.888428,2002.599976,8967.504883,10802.09082,3,1
4024941.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,21.3,44.3,16.0,9.3,3.4,0.749,0.163,1.33,1.1,1.58,48.0,8.0,125.3310471,173.3891449,5503.781738,630.0009766,2276.884766,2006.400024,8539.304688,10528.80664,3,1
4024945.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,21.3,44.3,16.0,9.3,3.4,0.749,0.163,1.33,1.1,1.58,54.0,11.0,127.3081055,179.3911285,6151.806641,698.8161621,2207.950684,2008.800049,9895.416992,12001.67969,3,1
4024946.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,21.3,44.3,16.0,9.3,3.4,0.749,0.163,1.33,1.1,1.58,54.0,7.0,125.5379181,179.2920532,5901.287598,776.795105,2832.0,2003.0,8768.709961,10502.30859,3,1
4024947.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,23.6,40.8,18.5,7.6,3.8,0.78,0.163,1.28,1.06,1.4,52.0,6.0,125.3816299,184.6883545,5794.532227,657.5016479,2820.072754,2000.299927,10044.90039,9698.59375,3,1
4024948.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,23.3,39.4,18.2,9.5,3.8,0.859,0.165,1.28,1.06,1.49,56.0,6.0,126.7205429,173.9872284,6025.524414,681.5974121,2822.554199,2004.300049,10501.00488,10841.99414,3,1
4024949.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,23.3,39.4,18.2,9.5,3.8,0.859,0.165,1.28,1.06,1.49,56.0,7.0,126.6717224,176.3849335,6145.084961,808.8850708,2941.998535,2000.999878,10460.1084,10239.58398,3,1
4024950.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,25.7,32.8,21.5,9.9,4.4,0.758,0.183,1.2,0.99,1.37,50.0,9.0,126.3357086,178.1759949,5250.171875,586.550415,2649.876465,2002.099976,9656.206055,8855.898438,3,1
4024951.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,25.7,32.8,21.5,9.9,4.4,0.758,0.183,1.2,0.99,1.37,45.0,10.0,123.0889893,180.2492523,4923.158691,556.2297974,1863.0,2007.899902,10501.50586,7608.29248,3,1
4024954.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,25.7,32.8,21.5,9.9,4.4,0.758,0.183,1.2,0.99,1.37,51.0,8.0,118.8880615,181.0852661,5793.94873,658.0427246,2251.555664,2002.5,9872.404297,10514.97949,3,1
4024955.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,25.6,35.0,20.1,10.0,4.0,0.798,0.169,1.27,1.06,1.48,51.0,17.0,123.6583939,180.1889496,5804.666504,660.8023071,2422.996826,2004.700073,9548.203125,10332.30762,3,1
4024956.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,25.6,35.0,20.1,10.0,4.0,0.798,0.169,1.27,1.06,1.48,51.0,10.0,123.3167725,180.72966,5782.024902,656.8136597,2181.0,2001.599976,10512.30469,9388.15918,3,1
4024957.0,81.64,0.98,2.6,98.65,0.21,1.0,55.0,32.33,1.5,81.4,86.6,94.0,1.5,10.41,6.69,90.47,1.2,2.33,25.6,35.0,20.1,10.0,4.0,0.798,0.169,1.27,1.06,1.48,54.0,8.0,123.2496567,186.3086853,6096.995117,696.0543213,2422.666748,2001.399902,10319.38867,9745.06543,3,1
4024958.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,25.6,35.0,20.1,10.0,4.0,0.798,0.169,1.27,1.06,1.48,55.0,7.0,123.7006989,173.2103882,6254.906738,823.0457764,2588.106934,2004.999878,10353.81543,10354.11719,3,1
4024959.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,25.6,35.0,20.1,10.0,4.0,0.798,0.169,1.27,1.06,1.48,50.0,8.0,125.7592392,175.1265717,5455.070313,614.9987183,2331.0,2003.099854,9960.397461,9597.90332,3,1
4024960.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,23.4,38.8,19.3,9.5,3.7,0.821,0.163,1.21,1.02,1.43,51.0,7.0,125.7785568,177.0490112,5663.200684,641.6723633,2209.012207,2005.200073,9970.3125,9972.493164,3,1
4024961.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,23.4,38.8,19.3,9.5,3.7,0.821,0.163,1.21,1.02,1.43,52.0,7.0,125.8027191,173.6414185,5282.387207,588.1315918,2169.0,2003.299805,9612.095703,9658.914063,3,1
4024962.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,23.4,38.8,19.3,9.5,3.7,0.821,0.163,1.21,1.02,1.43,52.0,8.0,124.099762,177.2516632,5176.119141,681.0591431,2766.036621,2002.400024,9631.40625,9609.890625,3,1
4024965.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,24.6,39.1,18.3,9.0,3.7,0.741,0.168,1.34,1.12,1.53,53.0,7.0,124.075325,176.9250641,5034.366211,552.7264404,2308.892578,2008.0,9902.507813,9903.504883,3,1
4024966.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,24.6,39.1,18.3,9.0,3.7,0.741,0.168,1.34,1.12,1.53,52.0,11.0,126.0379028,179.8314667,4845.42627,569.5134277,2121.012207,2006.800049,9571.912109,9814.082031,3,1
4024967.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,24.6,39.1,18.3,9.0,3.7,0.741,0.168,1.34,1.12,1.53,53.0,8.0,125.4293365,174.4347992,5245.021973,582.3536987,2394.888916,2007.700195,9891.713867,9602.885742,3,1
4024968.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,24.6,39.1,18.3,9.0,3.7,0.741,0.168,1.34,1.12,1.53,41.0,16.0,124.8311234,178.2308807,4185.154297,487.2968445,2276.999512,2006.700073,9901.408203,6518.594727,3,1
4024971.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,24.6,39.1,18.3,9.0,3.7,0.741,0.168,1.34,1.12,1.53,53.0,7.0,125.5713806,172.4318542,5600.444336,636.4935913,2248.99585,2005.700073,9782.701172,9560.795898,3,1
4024972.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,24.6,39.1,18.3,9.0,3.7,0.741,0.168,1.34,1.12,1.53,53.0,8.0,126.9931183,178.2317657,5928.709473,672.1177368,2415.987549,2007.699951,9709.116211,9987.980469,3,1
4024973.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,24.6,39.1,18.3,9.0,3.7,0.741,0.168,1.34,1.12,1.53,56.0,10.0,125.9035645,187.8326874,6174.178223,708.3198242,2476.0,2006.599976,9736.207031,9592.798828,3,1
4024974.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,24.6,39.1,18.3,9.0,3.7,0.741,0.168,1.34,1.12,1.53,57.0,7.0,126.9256744,173.2530518,6431.841797,847.0828857,2596.925781,2007.500122,9903.210938,10272.1123,3,1
4024975.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,24.5,36.3,20.1,9.7,4.1,0.79,0.179,1.22,1.01,1.41,56.0,7.0,126.5138016,171.6617279,6235.587891,820.4702148,2508.998535,2006.300049,9879.111328,10253.11133,3,1
4024977.0,81.64,0.98,2.6,98.65,0.21,1.0,54.67,33.1,2.0,80.63,87.3,92.37,0.0,10.79,8.58,92.0,1.2,4.0,24.8,36.9,19.3,9.7,4.0,0.765,0.192,1.28,1.06,1.48,52.0,7.0,127.6059418,170.0,6381.517578,732.8720093,2416.998535,2008.299927,9875.308594,9686.503906,3,1
4024982.0,81.64,0.98,2.6,98.65,0.21,1.0,54.7,33.25,1.75,81.57,87.62,93.1,1.62,9.02,7.78,91.08,1.13,3.17,23.4,38.4,18.8,9.7,4.2,0.841,0.205,1.24,1.02,1.44,59.0,10.0,123.3740005,177.625946,6639.199219,756.1462402,2673.987549,2003.399902,9906.205078,9907.306641,3,1
4024983.0,81.64,0.98,2.6,98.65,0.21,1.0,54.7,33.25,1.75,81.57,87.62,93.1,1.62,9.02,7.78,91.08,1.13,3.17,23.0,38.6,18.8,10.3,4.0,0.757,0.167,1.22,1.01,1.46,56.0,12.0,122.7836838,173.1873627,6544.702637,751.710022,2515.998535,2005.799927,9931.113281,9986.589844,3,1
4024984.0,81.64,0.98,2.6,98.65,0.21,1.0,54.7,33.25,1.75,81.57,87.62,93.1,1.62,9.02,7.78,91.08,1.13,3.17,23.0,38.6,18.8,10.3,4.0,0.757,0.167,1.22,1.01,1.46,53.0,7.0,124.7005844,177.6319427,6167.690918,702.1726074,2395.998535,2003.700195,9893.719727,9906.401367,3,1
4024985.0,81.64,0.98,2.6,98.65,0.21,1.0,54.7,33.25,1.75,81.57,87.62,93.1,1.62,9.02,7.78,91.08,1.13,3.17,23.0,38.6,18.8,10.3,4.0,0.757,0.167,1.22,1.01,1.46,58.0,11.0,120.1705093,180.227356,6704.804688,763.8203735,2622.0,2000.099976,9904.707031,9797.233398,3,1
4024986.0,81.64,0.98,2.6,98.65,0.21,1.0,54.7,33.25,1.75,81.57,87.62,93.1,1.62,9.02,7.78,91.08,1.13,3.17,23.0,38.6,18.8,10.3,4.0,0.757,0.167,1.22,1.01,1.46,57.0,6.0,120.5266724,173.4255524,6659.36084,758.0670166,2213.884766,2001.099976,10131.19727,10004.32129,3,1
4024987.0,81.64,0.98,2.6,98.65,0.21,1.0,54.7,33.25,1.75,81.57,87.62,93.1,1.62,9.02,7.78,91.08,1.13,3.17,23.0,38.6,18.8,10.3,4.0,0.757,0.167,1.22,1.01,1.46,54.0,7.0,123.2470627,171.5089264,6174.833496,703.0581665,2499.008301,2002.600098,10001.6123,8737.616211,3,1
4024990.0,81.64,0.98,2.6,98.65,0.21,1.0,54.7,33.25,1.75,81.57,87.62,93.1,1.62,9.02,7.78,91.08,1.13,3.17,22.5,42.7,16.5,9.3,3.4,0.707,0.159,1.36,1.13,1.6,54.0,14.0,122.9403152,172.3906097,5975.179199,680.4266968,2396.998535,2003.400146,10005.02441,9323.119141,3,1
4024994.0,81.64,0.98,2.6,98.65,0.21,1.0,54.7,33.25,1.75,81.57,87.62,93.1,1.62,9.02,7.78,91.08,1.13,3.17,22.5,42.7,16.5,9.3,3.4,0.707,0.159,1.36,1.13,1.6,58.0,8.0,117.3245239,177.3689423,6695.368164,764.901062,2585.962402,2000.400024,10616.00684,11090.29102,3,1
4024997.0,81.64,0.98,2.6,98.65,0.21,1.0,54.7,33.25,1.75,81.57,87.62,93.1,1.62,9.02,7.78,91.08,1.13,3.17,22.5,42.7,16.5,9.3,3.4,0.707,0.159,1.36,1.13,1.6,61.0,7.0,113.7094574,181.0709686,6364.119141,826.6066284,2699.0,2004.099976,10636.50781,10556.92676,3,1
4024998.0,81.64,0.98,2.6,98.65,0.21,1.0,54.7,33.25,1.75,81.57,87.62,93.1,1.62,9.02,7.78,91.08,1.13,3.17,22.5,42.7,16.5,9.3,3.4,0.707,0.159,1.36,1.13,1.6,58.0,7.0,119.7154617,172.2599182,6782.166016,775.2956543,2422.987793,2005.299805,9939.607422,9889.990234,3,1
4025001.0,81.64,0.98,2.6,98.65,0.21,1.0,54.43,33.6,4.0,81.42,87.22,93.32,1.88,9.24,7.46,90.99,1.2,3.2,22.5,42.7,16.5,9.3,3.4,0.707,0.159,1.36,1.13,1.6,56.0,8.0,119.1392822,172.7848358,6588.521973,750.0552368,2165.888916,2000.200195,9901.306641,9902.858398,3,1
4025002.0,81.64,0.98,2.6,98.65,0.21,1.0,54.43,33.6,4.0,81.42,87.22,93.32,1.88,9.24,7.46,90.99,1.2,3.2,22.5,42.7,16.5,9.3,3.4,0.707,0.159,1.36,1.13,1.6,55.0,7.0,121.6684113,176.5895386,6604.341309,764.1865845,2237.987793,2001.699951,9843.112305,9900.369141,3,1
4025004.0,81.64,0.98,2.6,98.65,0.21,1.0,54.43,33.6,4.0,81.42,87.22,93.32,1.88,9.24,7.46,90.99,1.2,3.2,21.0,46.6,14.5,8.7,3.5,0.681,0.208,1.45,1.17,1.65,57.0,6.0,121.5696259,181.9912415,6289.421387,716.4390869,1570.999512,2006.599976,10333.40625,9917.50293,3,1
4025009.0,81.64,0.98,2.6,98.65,0.21,1.0,54.43,33.6,4.0,81.42,87.22,93.32,1.88,9.24,7.46,90.99,1.2,3.2,21.0,46.6,14.5,8.7,3.5,0.681,0.208,1.45,1.17,1.65,59.0,10.0,116.4593277,179.1815186,6632.46582,754.6627808,2563.888916,2003.300049,10581.70703,10990.68066,3,1
4025011.0,81.64,0.98,2.6,98.65,0.21,1.0,54.43,33.6,4.0,81.42,87.22,93.32,1.88,9.24,7.46,90.99,1.2,3.2,21.0,46.6,14.5,8.7,3.5,0.681,0.208,1.45,1.17,1.65,57.0,11.0,118.1219254,178.0892487,6516.138184,857.0817871,2063.555664,2004.699951,9980.198242,9590.400391,3,1
4025013.0,81.93,1.03,2.0,98.65,0.21,1.0,54.43,33.6,4.0,80.7,87.55,92.2,1.65,8.84,8.81,91.53,1.07,1.0,21.0,46.6,14.5,8.7,3.5,0.681,0.208,1.45,1.17,1.65,59.0,10.0,119.8863602,176.6890411,6816.176758,775.9987793,2528.987793,2001.599976,10080.60547,10497.6748,3,1
4025021.0,81.93,1.03,2.0,98.65,0.21,1.0,54.43,33.6,4.0,80.7,87.55,92.2,1.65,8.84,8.81,91.53,1.07,1.0,21.0,46.6,14.5,8.7,3.5,0.681,0.208,1.45,1.17,1.65,58.0,9.0,119.9868393,174.6161652,6624.195801,750.4335938,3110.668213,2004.100098,10022.49609,9976.294922,3,1
4025022.0,81.93,1.03,2.0,98.65,0.21,1.0,54.43,33.6,4.0,80.7,87.55,92.2,1.65,8.84,8.81,91.53,1.07,1.0,21.0,46.6,14.5,8.7,3.5,0.681,0.208,1.45,1.17,1.65,51.0,13.0,118.1499329,173.3960114,5709.029785,637.3156738,2229.0,2003.0,8900.304688,8173.408203,3,1
4025029.0,81.63,1.3,3.33,98.65,0.21,1.0,54.33,33.53,1.67,80.95,86.88,93.18,1.78,9.65,7.62,91.12,1.2,4.25,21.0,46.6,14.5,8.7,3.5,0.681,0.208,1.45,1.17,1.65,60.0,9.0,120.5167923,181.2635193,6548.000488,736.3774414,3004.983398,2001.0,11101.71387,11522.9668,3,1
4025038.0,81.63,1.3,3.33,98.65,0.21,1.0,54.33,33.53,1.67,80.95,86.88,93.18,1.78,9.65,7.62,91.12,1.2,4.25,21.0,46.6,14.5,8.7,3.5,0.681,0.208,1.45,1.17,1.65,56.0,10.0,118.814888,178.0239563,5786.77002,699.2797241,2366.443848,2003.799927,8987.917969,9001.904297,3,1
4025039.0,81.63,1.3,3.33,98.65,0.21,1.0,54.33,33.53,1.67,80.95,86.88,93.18,1.78,9.65,7.62,91.12,1.2,4.25,21.0,46.6,14.5,8.7,3.5,0.681,0.208,1.45,1.17,1.65,50.0,11.0,119.4139099,178.7324829,5811.668457,648.7541504,1975.998657,2005.300049,8550.300781,8553.314453,3,1
4025041.0,81.63,1.3,3.33,98.65,0.21,1.0,54.33,33.53,1.67,80.95,86.88,93.18,1.78,9.65,7.62,91.12,1.2,4.25,21.0,46.6,14.5,8.7,3.5,0.681,0.208,1.45,1.17,1.65,58.0,10.0,118.717598,182.3473358,7094.95459,808.144043,2487.875244,2007.400024,10348.40527,9884.202148,3,1
4025046.0,83.75,0.9,2.5,98.65,0.21,1.0,55.02,33.55,1.75,81.16,86.9,93.38,1.78,9.68,7.38,91.18,1.2,3.5,25.5,32.0,20.6,12.1,4.2,0.748,0.188,1.24,1.03,1.52,58.0,9.0,123.4477081,176.03508,6296.942871,716.8477783,2319.987793,2005.900024,9902.201172,9903.6875,3,0
4025047.0,83.75,0.9,2.5,98.65,0.21,1.0,55.02,33.55,1.75,81.16,86.9,93.38,1.78,9.68,7.38,91.18,1.2,3.5,25.0,35.1,19.5,10.7,4.0,0.814,0.172,1.28,1.06,1.52,60.0,8.0,124.3201218,177.3502197,5563.637695,658.0018311,2031.888916,2009.199951,9458.405273,9457.017578,3,1
4025048.0,83.75,0.9,2.5,98.65,0.21,1.0,55.02,33.55,1.75,81.16,86.9,93.38,1.78,9.68,7.38,91.18,1.2,3.5,27.4,30.2,21.6,10.9,4.2,0.781,0.186,1.27,1.06,1.48,58.0,11.0,124.9185944,180.7262726,5942.694824,646.9450073,2319.667969,2003.799927,9901.408203,9902.350586,3,1
4025051.0,83.75,0.9,2.5,98.65,0.21,1.0,55.02,33.55,1.75,81.16,86.9,93.38,1.78,9.68,7.38,91.18,1.2,3.5,27.4,30.2,21.6,10.9,4.2,0.781,0.186,1.27,1.06,1.48,57.0,9.0,122.5054016,176.3452759,6306.429688,721.7477417,1537.99585,2004.199951,9874.5,9900.189453,3,1
4025054.0,83.75,0.9,2.5,98.65,0.21,1.0,55.02,33.55,1.75,81.16,86.9,93.38,1.78,9.68,7.38,91.18,1.2,3.5,27.4,30.2,21.6,10.9,4.2,0.781,0.186,1.27,1.06,1.48,58.0,8.0,114.2453384,176.6034241,6436.69043,729.4233398,2059.001221,2003.900146,10308.51855,9903.400391,3,1
4025064.0,83.75,0.9,2.5,98.65,0.21,1.0,54.5,32.97,2.0,80.77,86.8,93.07,1.9,9.57,7.76,90.83,1.2,2.33,27.4,30.2,21.6,10.9,4.2,0.781,0.186,1.27,1.06,1.48,56.0,9.0,117.549469,180.7274475,6768.88916,770.5146484,2162.291504,2000.900146,9910.306641,9993.212891,3,1
4025066.0,83.75,0.9,2.5,98.65,0.21,1.0,54.5,32.97,2.0,80.77,86.8,93.07,1.9,9.57,7.76,90.83,1.2,2.33,27.4,30.2,21.6,10.9,4.2,0.781,0.186,1.27,1.06,1.48,54.0,7.0,120.0211639,172.5235138,6421.08252,736.581604,1755.983521,2005.500244,9397.512695,9356.020508,3,1
