Heat,c (Coke1030),s (Coke1030),s112 (Coke1030),c (CokeFine),s (CokeFine),s05 (CokeFine),cao (Dolomite),mgo (Dolomite),s0_95 (Dolomite),fe_metal (DRI),fe_total (DRI),md (DRI),c (DRI),gunge (DRI),feo (DRI),cao (Lime),mgo (Lime),s0_95 (Lime),cao (Slag),feo (Slag),sio2 (Slag),mgo (Slag),al2o3 (Slag),p2o5 (Slag),mno (Slag),b2 (Slag),b3 (Slag),b4 (Slag),Power On (EAF),Power Off (EAF),Ele [MW] (EAF),Tapped [t] (EAF),O2 [Nm3] (EAF),CH4 [Nm3] (EAF),C.inj [kg] (EAF),C [kg] (EAF),CaO [kg] (EAF),MgO [kg] (EAF),Total_labels,Slag_labels
4025250.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,24.5,32.8,21.8,10.4,4.5,0.88,0.213,1.12,0.93,1.33,51.0,8.0,122.7818604,177.8744354,5427.430176,626.1501465,2292.998535,1006.300049,9427.199219,8401.402344,2,1
4025251.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,24.5,32.8,21.8,10.4,4.5,0.88,0.213,1.12,0.93,1.33,51.0,9.0,122.7347946,177.4666443,5519.726563,620.3835449,2201.555664,1004.200073,9162.395508,8400.407227,2,1
4025252.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,24.5,32.8,21.8,10.4,4.5,0.88,0.213,1.12,0.93,1.33,51.0,8.0,123.649025,177.5314941,5497.188477,616.6066284,2125.962891,1000.399902,9187.979492,8401.00293,2,1
4025254.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,24.5,32.8,21.8,10.4,4.5,0.88,0.213,1.12,0.93,1.33,55.0,10.0,121.0713272,174.1756897,5018.958008,660.5610962,952.982666,1009.0,9597.416016,8637.117188,2,1
4025255.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,25.1,29.0,24.0,11.7,4.7,0.832,0.2,1.05,0.87,1.28,52.0,11.0,122.1384659,171.5922394,6059.679199,797.3811035,2176.883545,1003.499878,9719.302734,8921.818359,2,0
4025256.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,25.1,29.0,24.0,11.7,4.7,0.832,0.2,1.05,0.87,1.28,54.0,10.0,122.2010574,172.5492096,5630.839844,740.9477539,2040.661133,1002.100098,9621.207031,8895.208984,2,0
4025257.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,29.2,23.4,25.1,11.7,4.8,0.91,0.209,1.16,0.98,1.37,51.0,9.0,122.7748108,180.9497681,5273.496094,693.942688,1388.986328,1002.200073,9495.609375,8430.613281,2,1
4025258.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,29.2,23.4,25.1,11.7,4.8,0.91,0.209,1.16,0.98,1.37,50.0,10.0,125.4251251,170.7647247,5359.683594,618.8100586,1604.781982,1004.400024,10006.1084,8480.210938,2,1
4025260.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,29.8,22.9,25.1,11.6,5.0,0.923,0.215,1.19,0.99,1.38,55.0,14.0,124.382988,174.8082581,4187.790527,543.3455811,1456.028687,1007.5,9956.506836,8137.703613,2,1
4025261.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,29.8,22.9,25.1,11.6,5.0,0.923,0.215,1.19,0.99,1.38,50.0,8.0,126.514534,170.7386169,5128.593262,674.871582,1819.654541,1000.699951,9336.980469,8534.708984,2,1
4025262.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,29.5,22.3,25.6,11.7,5.1,0.97,0.217,1.15,0.96,1.34,50.0,8.0,124.9446106,176.7566833,5079.378906,668.0656128,1553.55603,1009.199951,10171.0957,8473.71582,2,1
4025264.0,82.97,1.0,2.0,80.25,1.02,3.5,55.4,34.5,2.0,80.27,87.43,91.83,1.6,8.91,9.22,90.94,1.2,2.6,29.5,22.3,25.6,11.7,5.1,0.97,0.217,1.15,0.96,1.34,45.0,8.0,125.913208,170.3601074,5961.848145,759.2567749,2045.888794,1001.599976,8554.193359,7814.615234,2,1
4025271.0,82.97,1.0,2.0,80.72,1.18,3.75,54.45,33.3,3.5,82.33,87.5,94.07,1.67,9.35,6.65,91.15,1.2,2.25,29.5,22.3,25.6,11.7,5.1,0.97,0.217,1.15,0.96,1.34,57.0,12.0,119.8567886,176.5998383,6542.237305,747.4832764,2429.607422,1503.200073,11137.99902,9307.208984,2,1
4025272.0,82.97,1.0,2.0,80.72,1.18,3.75,54.45,33.3,3.5,82.33,87.5,94.07,1.67,9.35,6.65,91.15,1.2,2.25,29.5,22.3,25.6,11.7,5.1,0.97,0.217,1.15,0.96,1.34,52.0,10.0,119.4791718,174.9019318,5837.503906,665.409668,1048.061768,1506.600098,9781.095703,9024.410156,2,1
4025273.0,82.97,1.0,2.0,80.72,1.18,3.75,54.45,33.3,3.5,82.33,87.5,94.07,1.67,9.35,6.65,91.15,1.2,2.25,29.5,22.3,25.6,11.7,5.1,0.97,0.217,1.15,0.96,1.34,50.0,8.0,122.3701935,178.7932739,5410.987793,608.9228516,1203.99585,1505.400146,9987.310547,8401.917969,2,1
4025274.0,82.97,1.0,2.0,80.72,1.18,3.75,54.45,33.3,3.5,82.33,87.5,94.07,1.67,9.35,6.65,91.15,1.2,2.25,23.3,35.4,21.4,10.2,4.2,0.782,0.166,1.09,0.91,1.31,51.0,8.0,121.4281921,177.897934,6003.291016,686.5167847,2174.885742,1503.700073,9618.514648,8400.911133,2,1
4025275.0,82.97,1.0,2.0,80.72,1.18,3.75,54.45,33.3,3.5,82.33,87.5,94.07,1.67,9.35,6.65,91.15,1.2,2.25,23.8,35.4,21.1,9.8,4.4,0.8,0.175,1.13,0.93,1.32,51.0,8.0,123.0871658,178.0935822,6067.37207,696.159729,2333.629639,1504.900024,9454.604492,8403.202148,2,1
4025277.0,82.97,1.0,2.0,80.72,1.18,3.75,54.45,33.3,3.5,82.33,87.5,94.07,1.67,9.35,6.65,91.15,1.2,2.25,23.8,35.4,21.1,9.8,4.4,0.8,0.175,1.13,0.93,1.32,48.0,21.0,126.158699,176.0549927,5575.736816,634.7746582,1091.0,1501.799927,9292.007813,8177.0,2,1
4025278.0,82.97,1.0,2.0,80.72,1.18,3.75,54.45,33.3,3.5,82.33,87.5,94.07,1.67,9.35,6.65,91.15,1.2,2.25,23.8,35.4,21.1,9.8,4.4,0.8,0.175,1.13,0.93,1.32,48.0,12.0,126.560173,174.1719055,5454.408203,618.1166992,1213.994507,1505.499878,9379.125977,8401.916016,2,1
4025279.0,82.97,1.0,2.0,80.72,1.18,3.75,54.45,33.3,3.5,82.33,87.5,94.07,1.67,9.35,6.65,91.15,1.2,2.25,21.7,39.8,19.2,9.7,3.9,0.731,0.163,1.13,0.94,1.36,51.0,13.0,126.1624374,174.8704834,5682.780762,642.5556641,2346.0,1502.399902,9442.501953,8309.912109,2,1
4025281.0,82.97,1.0,2.0,80.72,1.18,3.75,54.45,33.3,3.5,82.33,87.5,94.07,1.67,9.35,6.65,91.15,1.2,2.25,21.7,39.8,19.2,9.7,3.9,0.731,0.163,1.13,0.94,1.36,53.0,8.0,124.0422745,170.4372559,5881.476563,664.7224121,2169.88501,1503.400024,9553.510742,8413.19043,2,1
4025282.0,82.97,1.0,2.0,80.72,1.18,3.75,54.45,33.3,3.5,82.33,87.5,94.07,1.67,9.35,6.65,91.15,1.2,2.25,21.7,39.8,19.2,9.7,3.9,0.731,0.163,1.13,0.94,1.36,51.0,8.0,125.4644318,170.1084595,5643.353027,743.0288696,2264.70459,1502.199951,9654.900391,8400.918945,2,1
4025293.0,82.97,1.0,2.0,80.72,1.18,3.75,54.45,33.3,3.5,82.33,87.5,94.07,1.67,9.35,6.65,91.15,1.2,2.25,27.8,28.9,23.2,9.6,4.4,1.014,0.176,1.2,1.01,1.36,49.0,8.0,129.4281769,175.4871368,5890.898926,775.4819336,1956.99585,2003.900146,9142.21875,8276.214844,2,1
4025296.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,27.8,28.9,23.2,9.6,4.4,1.014,0.176,1.2,1.01,1.36,51.0,14.0,128.1421356,172.04245,6063.035156,798.2093506,2351.853271,2004.699951,9248.810547,8406.40625,2,1
4025299.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,27.8,28.9,23.2,9.6,4.4,1.014,0.176,1.2,1.01,1.36,52.0,9.0,122.841217,177.4605865,6169.446777,812.1036377,2254.0,2005.900024,10019.89746,8671.208008,2,1
4025300.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,25.1,31.5,22.3,10.9,4.5,0.915,0.211,1.12,0.93,1.34,51.0,9.0,122.9189072,172.5385437,6536.149414,844.8908081,2102.320557,2000.5,9351.307617,8387.798828,2,1
4025301.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,25.1,31.5,22.3,10.9,4.5,0.915,0.211,1.12,0.93,1.34,52.0,13.0,120.763176,171.2484894,6830.260742,819.8995361,1931.653198,2003.500122,9350.598633,8217.487305,2,1
4025302.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,25.1,31.5,22.3,10.9,4.5,0.915,0.211,1.12,0.93,1.34,49.0,8.0,125.9042892,171.4874725,6409.018066,820.6912231,1981.665283,2003.5,9384.203125,8479.723633,2,1
4025304.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,25.1,31.5,22.3,10.9,4.5,0.915,0.211,1.12,0.93,1.34,47.0,7.0,127.6064835,173.8999939,6593.999023,833.2155151,1407.746948,1501.399902,9547.107422,8621.104492,2,1
4025305.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,24.9,32.7,21.6,10.8,4.4,0.831,0.214,1.15,0.96,1.37,46.0,7.0,127.9089432,171.6878662,6674.76709,838.9116821,2032.0,500.0998535,9295.005859,8619.407227,2,1
4025306.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,24.9,32.7,21.6,10.8,4.4,0.831,0.214,1.15,0.96,1.37,47.0,7.0,129.3951569,171.0880585,6302.019043,804.6571045,1863.000122,502.3000488,9305.90332,8557.614258,2,1
4025307.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,23.6,35.6,20.4,10.4,4.3,0.904,0.204,1.16,0.96,1.38,47.0,7.0,127.8743362,174.4974518,7220.132324,892.7049561,1546.592773,1002.800049,9383.105469,8472.206055,2,1
4025308.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,23.6,35.6,20.4,10.4,4.3,0.904,0.204,1.16,0.96,1.38,47.0,8.0,127.6085434,172.5912018,6540.994141,830.3742676,2365.0,1001.800049,9820.3125,8254.817383,2,1
4025310.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,23.6,35.6,20.4,10.4,4.3,0.904,0.204,1.16,0.96,1.38,48.0,9.0,124.0722656,176.4754944,7028.481934,868.6278076,1503.871948,1001.0,8634.814453,7837.341309,2,1
4025311.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,23.6,35.6,20.4,10.4,4.3,0.904,0.204,1.16,0.96,1.38,49.0,11.0,126.572937,172.0120239,7261.786133,896.331543,1593.788818,1003.499878,9443.113281,8214.317383,2,1
4025313.0,82.97,1.0,2.0,80.35,1.0,5.0,54.7,34.0,3.0,80.13,87.03,92.07,1.63,9.36,8.88,90.63,1.2,1.33,23.6,35.6,20.4,10.4,4.3,0.904,0.204,1.16,0.96,1.38,45.0,9.0,128.6618805,170.5784149,6847.950195,861.8911743,1669.887573,1003.699951,9164.001953,7823.311035,2,1
4025318.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,23.6,35.6,20.4,10.4,4.3,0.904,0.204,1.16,0.96,1.38,52.0,17.0,125.3273773,178.9768219,5854.705078,770.0760498,2409.012207,1000.200073,9241.296875,8364.819336,2,1
4025319.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,23.6,35.6,20.4,10.4,4.3,0.904,0.204,1.16,0.96,1.38,53.0,11.0,128.5862579,177.0794983,6407.949707,841.8242188,2402.851807,1000.5,10428.49609,8857.816406,2,1
4025320.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,22.6,35.5,20.6,11.5,4.1,0.871,0.182,1.1,0.91,1.38,52.0,8.0,127.6754532,179.8772583,6257.060059,824.4399414,2424.638672,1006.099854,9609.005859,9073.202148,2,0
4025322.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,22.6,35.5,20.6,11.5,4.1,0.871,0.182,1.1,0.91,1.38,50.0,8.0,124.9446716,181.4136505,5538.704102,729.6130371,2185.666992,1007.400024,9232.71582,7837.316406,2,0
4025323.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,22.6,35.5,20.6,11.5,4.1,0.871,0.182,1.1,0.91,1.38,49.0,8.0,127.8537598,175.625351,5772.89209,760.8504028,2222.0,1005.199951,9622.585938,8333.919922,2,0
4025324.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,22.6,35.5,20.6,11.5,4.1,0.871,0.182,1.1,0.91,1.38,49.0,7.0,126.6579437,172.5983124,5817.956543,671.4498291,2076.888916,1000.799927,9351.705078,8409.219727,2,0
4025325.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,24.9,32.1,22.5,10.0,4.6,0.884,0.211,1.11,0.92,1.29,49.0,16.0,124.5981979,175.0272217,5982.325195,713.4802856,2374.888916,1002.300049,9677.193359,8103.489258,2,1
4025326.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,24.9,32.1,22.5,10.0,4.6,0.884,0.211,1.11,0.92,1.29,49.0,7.0,125.0677643,178.5281372,6255.080078,734.5140991,2372.999512,1007.000122,9563.798828,8328.885742,2,1
4025327.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,24.9,32.1,22.5,10.0,4.6,0.884,0.211,1.11,0.92,1.29,51.0,8.0,124.5548477,175.5312958,6136.14209,710.456604,2246.986816,1005.5,9555.300781,8404.21582,2,1
4025331.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,24.9,32.1,22.5,10.0,4.6,0.884,0.211,1.11,0.92,1.29,51.0,18.0,124.8551025,171.3999939,6310.161133,731.9135132,1702.845947,1002.300049,9559.003906,8402.008789,2,1
4025334.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,24.9,32.1,22.5,10.0,4.6,0.884,0.211,1.11,0.92,1.29,48.0,7.0,126.8955536,171.9419556,6534.194336,771.9771118,2308.890137,1005.699951,9450.397461,8262.107422,2,1
4025336.0,82.97,1.0,2.0,76.91,1.47,3.86,54.1,34.8,4.0,81.53,87.7,92.93,1.7,8.83,7.93,91.05,1.2,2.5,24.9,32.1,22.5,10.0,4.6,0.884,0.211,1.11,0.92,1.29,47.0,9.0,126.9739838,173.5821075,6439.645996,766.0093994,2149.0,1001.200195,9205.90625,8378.494141,2,1
4025339.0,82.97,1.0,2.0,81.5,1.02,4.0,54.5,33.3,2.5,79.03,86.7,91.17,1.8,9.3,9.86,91.25,1.2,2.0,24.9,32.1,22.5,10.0,4.6,0.884,0.211,1.11,0.92,1.29,48.0,7.0,126.7993622,175.1825867,6439.977539,763.5066528,2233.888916,1004.199951,8729.579102,8401.113281,2,1
4025340.0,82.97,1.0,2.0,81.5,1.02,4.0,54.5,33.3,2.5,79.03,86.7,91.17,1.8,9.3,9.86,91.25,1.2,2.0,21.0,41.3,19.1,9.0,3.8,0.864,0.191,1.1,0.92,1.31,50.0,10.0,126.7662811,171.3407593,6777.663574,803.2619019,2496.962891,2717.10083,9453.607422,8400.40332,2,1
4025344.0,82.97,1.0,2.0,81.5,1.02,4.0,54.5,33.3,2.5,79.03,86.7,91.17,1.8,9.3,9.86,91.25,1.2,2.0,21.0,41.3,19.1,9.0,3.8,0.864,0.191,1.1,0.92,1.31,47.0,8.0,125.4575348,172.3779297,6769.023926,806.8877563,1792.000488,1008.400146,9450.605469,8400.009766,2,1
4025347.0,82.97,1.0,2.0,81.5,1.02,4.0,54.5,33.3,2.5,79.03,86.7,91.17,1.8,9.3,9.86,91.25,1.2,2.0,21.0,41.3,19.1,9.0,3.8,0.864,0.191,1.1,0.92,1.31,48.0,12.0,126.7370834,182.1561127,6175.080078,716.9490356,2237.0,1005.5,9386.014648,7803.806152,2,1
4025349.0,82.97,1.0,2.0,81.5,1.02,4.0,54.5,33.3,2.5,79.03,86.7,91.17,1.8,9.3,9.86,91.25,1.2,2.0,21.0,41.3,19.1,9.0,3.8,0.864,0.191,1.1,0.92,1.31,50.0,10.0,125.655014,174.8790894,5535.521973,624.4064331,2485.0,1000.5,9525.006836,8152.414551,2,1
4025350.0,82.97,1.0,2.0,81.5,1.02,4.0,54.5,33.3,2.5,79.03,86.7,91.17,1.8,9.3,9.86,91.25,1.2,2.0,20.9,43.2,17.2,9.7,3.5,0.822,0.213,1.22,1.01,1.48,51.0,10.0,124.9618301,173.8916626,6027.647461,689.2902222,2165.0,1003.200073,10067.79883,9004.521484,2,1
4025351.0,82.97,1.0,2.0,81.5,1.02,4.0,54.5,33.3,2.5,79.03,86.7,91.17,1.8,9.3,9.86,91.25,1.2,2.0,20.9,43.2,17.2,9.7,3.5,0.822,0.213,1.22,1.01,1.48,50.0,11.0,126.9008026,175.3898163,6099.28125,707.3139648,2189.662598,1001.5,9895.203125,8627.688477,2,1
4025356.0,82.97,1.0,2.0,81.5,1.02,4.0,54.5,33.3,2.5,79.03,86.7,91.17,1.8,9.3,9.86,91.25,1.2,2.0,20.9,43.2,17.2,9.7,3.5,0.822,0.213,1.22,1.01,1.48,43.0,12.0,127.0758057,175.1243591,6007.489258,713.4060669,1263.220825,1003.599976,8423.300781,7373.195313,2,1
4025358.0,82.97,1.0,2.0,98.68,0.25,1.0,54.6,34.0,3.0,80.42,87.14,92.3,1.64,9.29,8.65,91.25,1.2,2.0,20.9,43.2,17.2,9.7,3.5,0.822,0.213,1.22,1.01,1.48,46.0,11.0,126.5120621,171.8957977,5718.849121,671.9542236,1773.999512,1004.099976,9373.287109,7821.214355,3,1
4025365.0,82.97,1.0,2.0,98.68,0.25,1.0,54.6,34.0,3.0,80.42,87.14,92.3,1.64,9.29,8.65,91.25,1.2,2.0,20.9,43.2,17.2,9.7,3.5,0.822,0.213,1.22,1.01,1.48,57.0,11.0,127.5979385,179.4851837,5848.097168,717.9647827,2230.983154,2001.199951,9486.285156,8728.140625,3,1
4025367.0,82.97,1.0,2.0,98.68,0.25,1.0,54.6,34.0,3.0,80.42,87.14,92.3,1.64,9.29,8.65,91.25,1.2,2.0,20.9,43.2,17.2,9.7,3.5,0.822,0.213,1.22,1.01,1.48,54.0,9.0,127.9213791,176.483139,6303.763672,718.4428711,2244.0,2001.999878,9162.811523,8776.308594,3,1
4025368.0,82.97,1.0,2.0,98.68,0.25,1.0,54.6,34.0,3.0,80.42,87.14,92.3,1.64,9.29,8.65,91.25,1.2,2.0,20.9,43.2,17.2,9.7,3.5,0.822,0.213,1.22,1.01,1.48,51.0,8.0,129.4953918,174.3848877,5904.005371,676.576416,1902.97522,1500.300049,9027.30957,8518.681641,3,1
4025370.0,82.97,1.0,2.0,98.68,0.25,1.0,54.6,34.0,3.0,80.42,87.14,92.3,1.64,9.29,8.65,91.25,1.2,2.0,22.2,38.9,19.5,9.9,4.1,0.764,0.205,1.14,0.94,1.36,51.0,10.0,127.3082581,172.6906433,5825.949219,668.581543,2221.888916,1503.400024,9365.78125,8395.203125,3,1
4025371.0,82.97,1.0,2.0,98.68,0.25,1.0,54.6,34.0,3.0,80.42,87.14,92.3,1.64,9.29,8.65,91.25,1.2,2.0,22.2,38.9,19.5,9.9,4.1,0.764,0.205,1.14,0.94,1.36,47.0,14.0,125.7784653,174.58638,5749.265625,744.6644897,2001.999878,1503.400146,8829.998047,7600.196777,3,1
4025374.0,82.97,1.0,2.0,96.61,0.34,1.47,54.45,33.05,3.5,80.6,87.3,92.32,1.7,9.08,8.62,90.5,1.2,2.0,22.2,38.9,19.5,9.9,4.1,0.764,0.205,1.14,0.94,1.36,47.0,13.0,122.5377045,177.9904175,5428.338379,618.0073853,1841.958374,1503.900024,9227.5,6635.300781,3,1
4025376.0,82.97,1.0,2.0,96.61,0.34,1.47,54.45,33.05,3.5,80.6,87.3,92.32,1.7,9.08,8.62,90.5,1.2,2.0,22.2,38.9,19.5,9.9,4.1,0.764,0.205,1.14,0.94,1.36,51.0,19.0,123.3728256,174.9297791,5803.677734,746.7050781,1938.333374,1505.400146,9704.191406,7806.708008,3,1
4025377.0,82.97,1.0,2.0,96.61,0.34,1.47,54.45,33.05,3.5,80.6,87.3,92.32,1.7,9.08,8.62,90.5,1.2,2.0,22.2,38.9,19.5,9.9,4.1,0.764,0.205,1.14,0.94,1.36,51.0,8.0,124.9174194,171.6110992,6008.313965,684.7142334,1994.0,1500.100098,9450.606445,8402.911133,3,1
4025380.0,82.97,1.0,2.0,96.61,0.34,1.47,54.45,33.05,3.5,80.6,87.3,92.32,1.7,9.08,8.62,90.5,1.2,2.0,21.9,40.0,18.7,10.3,3.7,0.825,0.186,1.17,0.98,1.44,51.0,8.0,126.3603973,175.7878113,6062.456543,798.7782593,2103.0,1503.700073,9020.183594,8402.219727,3,1
4025385.0,82.97,1.0,2.0,96.61,0.34,1.47,54.45,33.05,3.5,80.6,87.3,92.32,1.7,9.08,8.62,90.5,1.2,2.0,23.4,37.9,18.6,10.6,3.9,0.802,0.394,1.26,1.04,1.51,54.0,14.0,121.5638733,173.8592529,5068.584473,666.4455566,1803.0,1502.800049,9289.210938,8400.301758,3,1
4025394.0,83.03,0.83,2.33,80.73,1.0,3.67,54.45,33.05,3.5,80.35,86.95,92.4,1.8,9.36,8.49,90.1,1.2,0.8,23.4,37.9,18.6,10.6,3.9,0.802,0.394,1.26,1.04,1.51,52.0,15.0,121.2509079,172.9820709,5694.952637,749.0807495,2004.999512,1005.700195,9450.310547,8401.421875,2,1
4025401.0,83.03,0.83,2.33,80.73,1.0,3.67,54.45,33.05,3.5,80.35,86.95,92.4,1.8,9.36,8.49,90.1,1.2,0.8,23.4,37.9,18.6,10.6,3.9,0.802,0.394,1.26,1.04,1.51,56.0,9.0,114.0333633,176.3910675,6158.149414,809.9628906,1875.001343,1000.199951,9969.205078,8361.113281,2,1
4025402.0,83.03,0.83,2.33,80.73,1.0,3.67,54.45,33.05,3.5,80.35,86.95,92.4,1.8,9.36,8.49,90.1,1.2,0.8,23.4,37.9,18.6,10.6,3.9,0.802,0.394,1.26,1.04,1.51,52.0,17.0,116.1014099,171.8032227,5506.014648,618.5617676,1983.999878,1002.800049,9246.416992,8401.108398,2,1
4025403.0,82.38,0.92,3.75,91.53,0.6,2.1,54.7,33.6,3.0,80.83,86.43,93.5,1.87,10.1,7.2,90.22,1.2,1.0,23.4,37.9,18.6,10.6,3.9,0.802,0.394,1.26,1.04,1.51,50.0,8.0,118.0201645,171.8357849,5412.581543,609.0192261,2005.0,1002.900146,9529.802734,8377.107422,3,1
4025404.0,82.38,0.92,3.75,91.53,0.6,2.1,54.7,33.6,3.0,80.83,86.43,93.5,1.87,10.1,7.2,90.22,1.2,1.0,23.4,37.9,18.6,10.6,3.9,0.802,0.394,1.26,1.04,1.51,53.0,8.0,116.3179855,175.0497284,5392.068848,599.8512573,2374.0,1000.199951,9663.597656,8201.936523,3,1
4025405.0,82.38,0.92,3.75,91.53,0.6,2.1,54.7,33.6,3.0,80.83,86.43,93.5,1.87,10.1,7.2,90.22,1.2,1.0,25.9,26.9,25.0,11.3,5.1,0.802,0.208,1.04,0.86,1.24,54.0,9.0,116.9582672,174.3435516,5355.230469,704.9014282,2086.012207,1003.999878,9514.305664,8379.303711,3,1
4025406.0,82.38,0.92,3.75,91.53,0.6,2.1,54.7,33.6,3.0,80.83,86.43,93.5,1.87,10.1,7.2,90.22,1.2,1.0,25.9,26.9,25.0,11.3,5.1,0.802,0.208,1.04,0.86,1.24,53.0,8.0,116.7398071,172.5462952,5196.883301,576.8207397,1952.999878,1000.499878,9425.109375,8543.993164,3,1
4025407.0,82.38,0.92,3.75,91.53,0.6,2.1,54.7,33.6,3.0,80.83,86.43,93.5,1.87,10.1,7.2,90.22,1.2,1.0,25.9,26.9,25.0,11.3,5.1,0.802,0.208,1.04,0.86,1.24,53.0,7.0,117.8620987,171.4775696,5016.470703,651.2454224,1895.887573,1004.199951,9337.506836,8441.707031,3,1
4025408.0,82.38,0.92,3.75,91.53,0.6,2.1,54.7,33.6,3.0,80.83,86.43,93.5,1.87,10.1,7.2,90.22,1.2,1.0,25.9,26.9,25.0,11.3,5.1,0.802,0.208,1.04,0.86,1.24,49.0,8.0,118.1537628,178.4576416,4885.574219,543.5015259,2005.66626,1000.600098,8593.905273,8140.422363,3,1
